Transaction ID,Customer ID,Transaction Amount,Transaction Date,Complaint Description,Dispute Category
TXN13509742,CUST639728,1650.8,2025-05-07,"I paid 1,650.80 for an order on 2025-05-07 but never received the product. The merchant is unresponsive to my emails.",Product/Service Not Received
TXN30144023,CUST152657,4572.46,2025-05-08,"My account was charged 4,572.46 without my consent. I believe someone has stolen my card details and made this purchase.",Unauthorized Transaction
TXN35041333,CUST626392,501.0,2025-05-08,I paid 501.00 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN27861801,CUST779514,105.58,2025-05-08,I was charged 105.58 twice for the same purchase at the same merchant on 2025-05-08. Please reverse the duplicate charge.,Duplicate Charge
TXN81382845,CUST725550,8231.4,2025-05-08,"The product costing 8,231.40 arrived with missing parts and the merchant wants me to pay extra for replacements.",Defective Product/Service
TXN51623014,CUST640418,189.49,2025-05-08,My account shows two identical charges of 189.49 from the same vendor. Only one transaction should have gone through.,Duplicate Charge
TXN60341665,CUST702022,3667.44,2025-05-08,"I found a fraudulent charge of 3,667.44 on my account from a merchant I have never heard of. Please investigate and refund.",Unauthorized Transaction
TXN94413342,CUST327558,435.43,2025-05-08,I am being charged 435.43 monthly for a service I cancelled three months ago. Please stop these recurring payments.,Subscription Issue
TXN29026954,CUST528129,10.52,2025-05-08,I was billed 10.52 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN65173663,CUST910389,12.14,2025-05-08,The ATM did not dispense cash but my account was debited 12.14. I need this amount credited back immediately.,ATM Dispute
TXN19875199,CUST799539,2228.95,2025-05-09,"I was overcharged by the merchant. The correct amount should have been lower but 2,228.95 was taken from my account.",Wrong Amount
TXN70690090,CUST481913,38.77,2025-05-09,An ATM transaction of 38.77 failed midway but the full amount was deducted from my account.,ATM Dispute
TXN80910956,CUST191161,5.88,2025-05-09,I paid 5.88 for an order on 2025-05-09 but never received the product. The merchant is unresponsive to my emails.,Product/Service Not Received
TXN64712677,CUST418862,15.92,2025-05-09,I cancelled my order of 15.92 before it shipped but the refund has not been processed despite confirmation.,Refund Not Processed
TXN45140558,CUST631958,63.52,2025-05-09,My card was used without authorization for a transaction of 63.52. I suspect a data breach at a merchant I previously used.,Unauthorized Transaction
TXN60688574,CUST550961,6.51,2025-05-09,I was charged 6.51 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.,Product/Service Not Received
TXN88756497,CUST238579,1433.48,2025-05-09,"The product worth 1,433.48 stopped working within 2 days of purchase. The merchant denied my warranty claim.",Defective Product/Service
TXN36213529,CUST143941,136.21,2025-05-09,I found a fraudulent charge of 136.21 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN47394442,CUST137642,441.41,2025-05-09,I received a defective product after paying 441.41. The merchant refused my return request and will not issue a refund.,Defective Product/Service
TXN17113420,CUST207197,181.42,2025-05-09,My card was charged 181.42 three times for a single transaction. I need the extra charges refunded.,Duplicate Charge
TXN33001583,CUST699704,12.88,2025-05-10,I noticed an unauthorized debit of 12.88 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN73600573,CUST288724,52.35,2025-05-10,I found a fraudulent charge of 52.35 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN66909730,CUST466346,126.26,2025-05-10,I returned a product worth 126.26 on 2025-05-10 but the refund has not been credited to my account yet.,Refund Not Processed
TXN80583596,CUST613641,3327.07,2025-05-10,"I paid 3,327.07 for a subscription service but never received access. The company has not responded to my support tickets.",Product/Service Not Received
TXN47657263,CUST539898,27.05,2025-05-10,I see a duplicate debit of 27.05 on my statement for the same purchase. I have contacted the merchant but they have not responded.,Duplicate Charge
TXN54278278,CUST781725,43.7,2025-05-10,There are two charges of 43.70 from the same store on the same day. I only made one purchase and have proof.,Duplicate Charge
TXN58465780,CUST922543,108.03,2025-05-11,I made a single purchase of 108.03 but was billed twice. The duplicate charge needs to be reversed immediately.,Duplicate Charge
TXN88011850,CUST691303,18.05,2025-05-11,I found a fraudulent charge of 18.05 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN32226595,CUST688678,411.85,2025-05-11,I have a written confirmation from the merchant that 411.85 would be refunded but my account still shows the charge.,Refund Not Processed
TXN74416180,CUST835392,200.37,2025-05-11,I was billed 200.37 for a service upgrade I never requested or agreed to.,Merchant Billing Error
TXN21891017,CUST598733,1029.84,2025-05-11,"The ATM did not dispense cash but my account was debited 1,029.84. I need this amount credited back immediately.",ATM Dispute
TXN78359034,CUST268099,41.69,2025-05-11,There is a fraudulent transaction of 41.69 on my account. I did not make this purchase and my card was in my possession the entire time.,Unauthorized Transaction
TXN14420667,CUST989208,273.54,2025-05-11,I made a single purchase of 273.54 but was billed twice. The duplicate charge needs to be reversed immediately.,Duplicate Charge
TXN15761517,CUST434217,44.09,2025-05-11,My card was used without authorization for a transaction of 44.09. I suspect a data breach at a merchant I previously used.,Unauthorized Transaction
TXN10026473,CUST242321,71.19,2025-05-11,The item I ordered for 71.19 was described as new but arrived clearly used and in poor condition.,Defective Product/Service
TXN29764336,CUST842411,34.03,2025-05-11,I was charged 34.03 for a gym membership cancellation fee that was not mentioned in the original contract.,Merchant Billing Error
TXN20273679,CUST587192,21.42,2025-05-11,I received an alert about a 21.42 charge that I never made. I believe my card number was skimmed at a gas station.,Unauthorized Transaction
TXN23160417,CUST468074,1188.69,2025-05-11,"I was charged 1,188.69 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.",Product/Service Not Received
TXN86935230,CUST679364,276.89,2025-05-12,I was billed 276.89 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN67439802,CUST601410,1971.0,2025-05-12,"I found a fraudulent charge of 1,971.00 on my account from a merchant I have never heard of. Please investigate and refund.",Unauthorized Transaction
TXN68749531,CUST778159,83.11,2025-05-12,I was billed 83.11 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN10683656,CUST512151,147.25,2025-05-12,The merchant increased my subscription from the original price to 147.25 without any prior notice or consent.,Subscription Issue
TXN79241385,CUST807160,83.74,2025-05-12,I cancelled my free trial before it ended but was charged 83.74 for the full subscription anyway.,Subscription Issue
TXN82133576,CUST943737,3079.06,2025-05-12,"I paid 3,079.06 for a subscription service but never received access. The company has not responded to my support tickets.",Product/Service Not Received
TXN58963387,CUST416422,112.47,2025-05-12,My bill was 112.47 but the merchant processed a higher amount. I have photographic evidence of the original bill.,Wrong Amount
TXN27424909,CUST121753,384.5,2025-05-12,I received two identical receipts and two charges of 384.50 for a single order I placed online.,Duplicate Charge
TXN70359526,CUST670892,61.33,2025-05-12,"I was charged 61.33 for a service that was never provided. Despite multiple follow-ups, the vendor has not delivered.",Product/Service Not Received
TXN58412445,CUST400814,471.14,2025-05-13,I returned a product worth 471.14 on 2025-05-13 but the refund has not been credited to my account yet.,Refund Not Processed
TXN49773100,CUST325468,731.4,2025-05-13,A service is debiting 731.40 from my account every month even though I closed my account with them.,Subscription Issue
TXN68459970,CUST271720,151.34,2025-05-13,I received a defective product after paying 151.34. The merchant refused my return request and will not issue a refund.,Defective Product/Service
TXN52882358,CUST480303,368.15,2025-05-13,I received two identical receipts and two charges of 368.15 for a single order I placed online.,Duplicate Charge
TXN11082139,CUST629996,68.1,2025-05-14,The item I ordered for 68.10 was described as new but arrived clearly used and in poor condition.,Defective Product/Service
TXN89427788,CUST274446,37.81,2025-05-14,I see a suspicious charge of 37.81 that I did not initiate. I was in a different city when this transaction occurred.,Unauthorized Transaction
TXN66186841,CUST172965,24.63,2025-05-14,There is a fraudulent transaction of 24.63 on my account. I did not make this purchase and my card was in my possession the entire time.,Unauthorized Transaction
TXN68507072,CUST651640,4005.33,2025-05-14,"My account shows two identical charges of 4,005.33 from the same vendor. Only one transaction should have gone through.",Duplicate Charge
TXN57853595,CUST309902,138.21,2025-05-14,I made a single purchase of 138.21 but was billed twice. The duplicate charge needs to be reversed immediately.,Duplicate Charge
TXN73099594,CUST227767,193.25,2025-05-14,I was charged 193.25 twice for the same purchase at the same merchant on 2025-05-14. Please reverse the duplicate charge.,Duplicate Charge
TXN14243649,CUST478427,14304.95,2025-05-14,"There is a fraudulent transaction of 14,304.95 on my account. I did not make this purchase and my card was in my possession the entire time.",Unauthorized Transaction
TXN12645698,CUST858889,119.14,2025-05-15,I paid 119.14 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN79020020,CUST839485,159.13,2025-05-15,I paid 159.13 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN60535131,CUST682144,11.24,2025-05-15,I found a fraudulent charge of 11.24 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN74104246,CUST324993,180.09,2025-05-15,I paid 180.09 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN55357539,CUST474314,17.56,2025-05-15,I was billed 17.56 instead of the correct amount. The merchant added extra charges without my knowledge.,Wrong Amount
TXN33882612,CUST127560,60.77,2025-05-15,The item I ordered for 60.77 was described as new but arrived clearly used and in poor condition.,Defective Product/Service
TXN64348396,CUST127941,24.56,2025-05-15,The merchant took 24.56 from my account for a pre-order but has gone silent and the product was never shipped.,Product/Service Not Received
TXN23454246,CUST858243,368.17,2025-05-15,I see a duplicate debit of 368.17 on my statement for the same purchase. I have contacted the merchant but they have not responded.,Duplicate Charge
TXN45285145,CUST406039,216.44,2025-05-15,I found a fraudulent charge of 216.44 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN21067355,CUST132653,368.68,2025-05-15,I returned a product worth 368.68 on 2025-05-15 but the refund has not been credited to my account yet.,Refund Not Processed
TXN53011925,CUST807115,1255.35,2025-05-16,"My account shows two identical charges of 1,255.35 from the same vendor. Only one transaction should have gone through.",Duplicate Charge
TXN39804324,CUST373453,69.39,2025-05-16,The merchant charged 69.39 but applied the wrong exchange rate for my international purchase.,Wrong Amount
TXN67166869,CUST291132,27.13,2025-05-16,I see a suspicious charge of 27.13 that I did not initiate. I was in a different city when this transaction occurred.,Unauthorized Transaction
TXN23763883,CUST166857,70.94,2025-05-16,I did not authorize a charge of 70.94 on 2025-05-16. I have never used this merchant before and suspect my card was compromised.,Unauthorized Transaction
TXN85518225,CUST582446,1213.7,2025-05-16,"The charge of 1,213.70 does not match my receipt. I believe there was a currency conversion error on this transaction.",Wrong Amount
TXN85464293,CUST343420,1926.66,2025-05-16,"The merchant agreed to refund 1,926.66 over three weeks ago but I still have not received the money back.",Refund Not Processed
TXN90651558,CUST294143,1343.71,2025-05-16,"I found a fraudulent charge of 1,343.71 on my account from a merchant I have never heard of. Please investigate and refund.",Unauthorized Transaction
TXN32284361,CUST195763,248.43,2025-05-16,A car rental company charged 248.43 for damages that existed before I rented the vehicle.,Merchant Billing Error
TXN30774029,CUST724932,276.1,2025-05-17,I was billed 276.10 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN62986806,CUST786406,27.45,2025-05-17,I was billed 27.45 for a service upgrade I never requested or agreed to.,Merchant Billing Error
TXN47066908,CUST343500,3466.96,2025-05-17,"The merchant took 3,466.96 from my account for a pre-order but has gone silent and the product was never shipped.",Product/Service Not Received
TXN89246165,CUST398151,379.97,2025-05-17,The merchant took 379.97 from my account for a pre-order but has gone silent and the product was never shipped.,Product/Service Not Received
TXN34973630,CUST922157,38.16,2025-05-17,There are two charges of 38.16 from the same store on the same day. I only made one purchase and have proof.,Duplicate Charge
TXN53696517,CUST206851,79.99,2025-05-17,An unauthorized payment of 79.99 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN95261238,CUST878086,36.55,2025-05-17,My account was charged 36.55 without my consent. I believe someone has stolen my card details and made this purchase.,Unauthorized Transaction
TXN74281852,CUST523389,23.64,2025-05-17,I see a suspicious charge of 23.64 that I did not initiate. I was in a different city when this transaction occurred.,Unauthorized Transaction
TXN83295509,CUST927564,41.14,2025-05-17,I paid 41.14 for a subscription service but never received access. The company has not responded to my support tickets.,Product/Service Not Received
TXN23617698,CUST517500,171.11,2025-05-17,I was charged 171.11 for an ATM withdrawal but the machine only dispensed a partial amount.,ATM Dispute
TXN84149936,CUST697467,106.38,2025-05-17,I returned a product worth 106.38 on 2025-05-17 but the refund has not been credited to my account yet.,Refund Not Processed
TXN38290610,CUST659392,263.96,2025-05-18,I cancelled my free trial before it ended but was charged 263.96 for the full subscription anyway.,Subscription Issue
TXN65782199,CUST635167,74.58,2025-05-18,I was charged 74.58 for a premium service but received the basic version. The merchant will not upgrade or refund.,Defective Product/Service
TXN34410491,CUST885386,97.9,2025-05-18,I paid 97.90 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN36490232,CUST416282,670.51,2025-05-18,The merchant took 670.51 from my account for a pre-order but has gone silent and the product was never shipped.,Product/Service Not Received
TXN81809727,CUST810380,167.83,2025-05-18,I paid 167.83 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN16839427,CUST531641,485.32,2025-05-18,My account was charged 485.32 without my consent. I believe someone has stolen my card details and made this purchase.,Unauthorized Transaction
TXN22537120,CUST663750,189.18,2025-05-18,The merchant processed a charge of 189.18 to my old card number even though I provided a new card for payment.,Merchant Billing Error
TXN54697367,CUST272529,30.07,2025-05-18,I placed an order worth 30.07 on 2025-05-18 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN42972877,CUST680238,61.23,2025-05-18,I returned defective goods worth 61.23 and have the return tracking confirmation but no refund has been issued.,Refund Not Processed
TXN98676236,CUST975373,1922.06,2025-05-18,"I downgraded my plan but was still charged the old rate of 1,922.06 instead of the reduced amount.",Subscription Issue
TXN19505341,CUST364955,111.56,2025-05-18,I downgraded my plan but was still charged the old rate of 111.56 instead of the reduced amount.,Subscription Issue
TXN95112330,CUST685098,28.15,2025-05-18,I placed an order worth 28.15 on 2025-05-18 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN14029218,CUST706403,3912.65,2025-05-18,"The charge of 3,912.65 does not match my receipt. I believe there was a currency conversion error on this transaction.",Wrong Amount
TXN41194114,CUST225710,30.65,2025-05-18,I was billed 30.65 instead of the correct amount. The merchant added extra charges without my knowledge.,Wrong Amount
TXN36441609,CUST665990,1013.49,2025-05-18,"The product costing 1,013.49 arrived with missing parts and the merchant wants me to pay extra for replacements.",Defective Product/Service
TXN69395077,CUST232731,117.69,2025-05-18,There are two charges of 117.69 from the same store on the same day. I only made one purchase and have proof.,Duplicate Charge
TXN63671462,CUST270387,92.49,2025-05-19,The merchant took 92.49 from my account for a pre-order but has gone silent and the product was never shipped.,Product/Service Not Received
TXN56988543,CUST893005,196.08,2025-05-19,The ATM ate my card and deducted 196.08 without dispensing any cash. I reported this to the bank branch immediately.,ATM Dispute
TXN49566500,CUST447362,228.24,2025-05-19,I was billed 228.24 instead of the correct amount. The merchant added extra charges without my knowledge.,Wrong Amount
TXN77138149,CUST738720,364.18,2025-05-19,I returned a product worth 364.18 on 2025-05-19 but the refund has not been credited to my account yet.,Refund Not Processed
TXN67135430,CUST568127,63.85,2025-05-20,I was charged 63.85 for an annual renewal that I had opted out of. The merchant is ignoring my cancellation.,Subscription Issue
TXN70677159,CUST637727,14.84,2025-05-20,I downgraded my plan but was still charged the old rate of 14.84 instead of the reduced amount.,Subscription Issue
TXN67529530,CUST777513,77.21,2025-05-20,I received an alert about a 77.21 charge that I never made. I believe my card number was skimmed at a gas station.,Unauthorized Transaction
TXN99952040,CUST807617,58.19,2025-05-20,My account shows two identical charges of 58.19 from the same vendor. Only one transaction should have gone through.,Duplicate Charge
TXN74561311,CUST167348,37.97,2025-05-20,I see a duplicate debit of 37.97 on my statement for the same purchase. I have contacted the merchant but they have not responded.,Duplicate Charge
TXN72815282,CUST493124,19.2,2025-05-20,I attempted to withdraw 19.20 from an ATM. The machine gave an error but the money was deducted from my balance.,ATM Dispute
TXN95444170,CUST680096,86.42,2025-05-20,I received an alert about a 86.42 charge that I never made. I believe my card number was skimmed at a gas station.,Unauthorized Transaction
TXN36344134,CUST871581,329.39,2025-05-20,The merchant took 329.39 from my account for a pre-order but has gone silent and the product was never shipped.,Product/Service Not Received
TXN71207129,CUST182857,381.33,2025-05-21,I placed an order worth 381.33 on 2025-05-21 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN95641687,CUST156837,29.17,2025-05-21,My account shows two identical charges of 29.17 from the same vendor. Only one transaction should have gone through.,Duplicate Charge
TXN91636610,CUST561694,7.42,2025-05-21,I noticed an unauthorized debit of 7.42 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN72158202,CUST770872,792.31,2025-05-21,I see a suspicious charge of 792.31 that I did not initiate. I was in a different city when this transaction occurred.,Unauthorized Transaction
TXN29576374,CUST233636,42.93,2025-05-21,The merchant increased my subscription from the original price to 42.93 without any prior notice or consent.,Subscription Issue
TXN81104223,CUST493124,43.19,2025-05-21,My account shows two identical charges of 43.19 from the same vendor. Only one transaction should have gone through.,Duplicate Charge
TXN79356397,CUST364955,128.04,2025-05-21,I was billed 128.04 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN42043950,CUST182868,36.26,2025-05-21,There is an unrecognized charge of 36.26 on my account dated 2025-05-21. I did not approve this and want it disputed.,Unauthorized Transaction
TXN72319684,CUST379676,464.11,2025-05-21,The transaction amount of 464.11 is incorrect. The actual bill was significantly less than what was debited.,Wrong Amount
TXN64294783,CUST686716,572.02,2025-05-21,The product costing 572.02 arrived with missing parts and the merchant wants me to pay extra for replacements.,Defective Product/Service
TXN65573350,CUST666432,174.23,2025-05-22,I was charged 174.23 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.,Product/Service Not Received
TXN70652921,CUST688678,174.25,2025-05-22,I received an alert about a 174.25 charge that I never made. I believe my card number was skimmed at a gas station.,Unauthorized Transaction
TXN91282728,CUST812048,932.04,2025-05-22,I withdrew 932.04 from an ATM but received less cash than the debited amount. The machine malfunctioned.,ATM Dispute
TXN42387127,CUST800646,40.25,2025-05-22,I cancelled my order of 40.25 before it shipped but the refund has not been processed despite confirmation.,Refund Not Processed
TXN72211550,CUST341288,103.53,2025-05-22,I was charged 103.53 but the agreed price was much lower. The merchant overcharged me and I have the original receipt.,Wrong Amount
TXN52112003,CUST562236,2744.98,2025-05-22,"The charge of 2,744.98 does not match my receipt. I believe there was a currency conversion error on this transaction.",Wrong Amount
TXN79255529,CUST502630,99.66,2025-05-23,I was billed 99.66 for additional hotel charges that I did not incur or authorize during my stay.,Merchant Billing Error
TXN89035895,CUST774558,90.87,2025-05-23,I placed an order worth 90.87 on 2025-05-23 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN86217978,CUST776149,1732.88,2025-05-23,"The merchant increased my subscription from the original price to 1,732.88 without any prior notice or consent.",Subscription Issue
TXN94095234,CUST790855,337.83,2025-05-23,I placed an order worth 337.83 on 2025-05-23 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN16107115,CUST854213,29.72,2025-05-23,I paid 29.72 for an order on 2025-05-23 but never received the product. The merchant is unresponsive to my emails.,Product/Service Not Received
TXN83371941,CUST870571,116.46,2025-05-23,The airline cancelled my flight and promised a refund of 116.46 but it has not been reflected in my account.,Refund Not Processed
TXN51379419,CUST678897,45.34,2025-05-23,A service is debiting 45.34 from my account every month even though I closed my account with them.,Subscription Issue
TXN37146361,CUST384263,995.08,2025-05-23,I cancelled a subscription and was told I would receive a prorated refund of 995.08 but nothing has come through.,Refund Not Processed
TXN33377474,CUST606680,60.3,2025-05-23,I made a single purchase of 60.30 but was billed twice. The duplicate charge needs to be reversed immediately.,Duplicate Charge
TXN71242777,CUST749813,2032.13,2025-05-24,"I found a fraudulent charge of 2,032.13 on my account from a merchant I have never heard of. Please investigate and refund.",Unauthorized Transaction
TXN96477790,CUST139434,1970.6,2025-05-24,"I used an ATM to withdraw 1,970.60 but the cash got stuck in the dispenser and I could not retrieve it.",ATM Dispute
TXN33592931,CUST664365,6271.53,2025-05-24,"There is a fraudulent transaction of 6,271.53 on my account. I did not make this purchase and my card was in my possession the entire time.",Unauthorized Transaction
TXN98881010,CUST219971,5939.37,2025-05-24,"I used an ATM to withdraw 5,939.37 but the cash got stuck in the dispenser and I could not retrieve it.",ATM Dispute
TXN16057571,CUST344146,46.76,2025-05-24,An ATM transaction of 46.76 failed midway but the full amount was deducted from my account.,ATM Dispute
TXN23448330,CUST722651,5.51,2025-05-24,I purchased an item for a specific price but was charged 5.51 which is higher than the listed price.,Wrong Amount
TXN64881400,CUST887352,22.01,2025-05-24,My account shows a recurring charge of 22.01 from a merchant I do not recognize. I never subscribed to any service.,Subscription Issue
TXN57283877,CUST355135,484.88,2025-05-24,I see a duplicate debit of 484.88 on my statement for the same purchase. I have contacted the merchant but they have not responded.,Duplicate Charge
TXN11551206,CUST532723,4807.68,2025-05-24,"There is an unrecognized charge of 4,807.68 on my account dated 2025-05-24. I did not approve this and want it disputed.",Unauthorized Transaction
TXN20386681,CUST836996,155.91,2025-05-25,A payment of 155.91 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN96057708,CUST931016,6.35,2025-05-25,I was double-charged 6.35 for a subscription renewal. The service should only bill once per month.,Duplicate Charge
TXN19779161,CUST308573,32.48,2025-05-25,The product worth 32.48 stopped working within 2 days of purchase. The merchant denied my warranty claim.,Defective Product/Service
TXN98114590,CUST576086,7.58,2025-05-25,The merchant took 7.58 from my account for a pre-order but has gone silent and the product was never shipped.,Product/Service Not Received
TXN92004563,CUST566297,26.11,2025-05-25,I placed an order worth 26.11 on 2025-05-25 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN31501212,CUST578975,43.02,2025-05-25,I was charged 43.02 twice for the same purchase at the same merchant on 2025-05-25. Please reverse the duplicate charge.,Duplicate Charge
TXN69586748,CUST515922,93.6,2025-05-26,There is a fraudulent transaction of 93.60 on my account. I did not make this purchase and my card was in my possession the entire time.,Unauthorized Transaction
TXN63981512,CUST708158,1902.76,2025-05-26,"I was overcharged by the merchant. The correct amount should have been lower but 1,902.76 was taken from my account.",Wrong Amount
TXN93371431,CUST177680,164.12,2025-05-26,I made a single purchase of 164.12 but was billed twice. The duplicate charge needs to be reversed immediately.,Duplicate Charge
TXN82940101,CUST898625,97.97,2025-05-26,There are two charges of 97.97 from the same store on the same day. I only made one purchase and have proof.,Duplicate Charge
TXN64501425,CUST881369,35.2,2025-05-26,The merchant agreed to refund 35.20 over three weeks ago but I still have not received the money back.,Refund Not Processed
TXN46552866,CUST245939,44.33,2025-05-26,I see a duplicate debit of 44.33 on my statement for the same purchase. I have contacted the merchant but they have not responded.,Duplicate Charge
TXN49232470,CUST807617,23.9,2025-05-26,I was billed 23.90 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN34706569,CUST521805,45.27,2025-05-27,I see a duplicate debit of 45.27 on my statement for the same purchase. I have contacted the merchant but they have not responded.,Duplicate Charge
TXN21018586,CUST202664,202.56,2025-05-27,"I was charged 202.56 for a service that was never provided. Despite multiple follow-ups, the vendor has not delivered.",Product/Service Not Received
TXN86934791,CUST609597,41.56,2025-05-27,I see a duplicate debit of 41.56 on my statement for the same purchase. I have contacted the merchant but they have not responded.,Duplicate Charge
TXN36604504,CUST844007,4904.87,2025-05-27,"I was charged 4,904.87 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.",Product/Service Not Received
TXN49975804,CUST726822,151.78,2025-05-27,My card was used without authorization for a transaction of 151.78. I suspect a data breach at a merchant I previously used.,Unauthorized Transaction
TXN88707822,CUST108203,191.73,2025-05-27,I paid 191.73 for an order on 2025-05-27 but never received the product. The merchant is unresponsive to my emails.,Product/Service Not Received
TXN83657831,CUST171603,168.68,2025-05-27,I paid 168.68 for a product that arrived damaged and unusable. The merchant is not responding to my return request.,Defective Product/Service
TXN80547243,CUST948102,1292.27,2025-05-27,"I was double-charged 1,292.27 for a subscription renewal. The service should only bill once per month.",Duplicate Charge
TXN27055832,CUST479353,83.01,2025-05-27,My account shows two identical charges of 83.01 from the same vendor. Only one transaction should have gone through.,Duplicate Charge
TXN25437721,CUST941814,36.54,2025-05-28,A payment of 36.54 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN94759650,CUST797229,96.6,2025-05-28,I was billed 96.60 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN81256437,CUST655134,394.1,2025-05-28,I was charged 394.10 twice for the same purchase at the same merchant on 2025-05-28. Please reverse the duplicate charge.,Duplicate Charge
TXN40687661,CUST461249,3059.53,2025-05-28,"I paid 3,059.53 for event tickets but the event was cancelled and no refund was issued by the organizer.",Product/Service Not Received
TXN17273282,CUST632060,1556.07,2025-05-28,"My card was charged 1,556.07 three times for a single transaction. I need the extra charges refunded.",Duplicate Charge
TXN23728098,CUST805200,77.69,2025-05-28,The merchant processed a charge of 77.69 to my old card number even though I provided a new card for payment.,Merchant Billing Error
TXN38886878,CUST649395,21.87,2025-05-28,My account shows two identical charges of 21.87 from the same vendor. Only one transaction should have gone through.,Duplicate Charge
TXN33788309,CUST234001,204.27,2025-05-29,I received an alert about a 204.27 charge that I never made. I believe my card number was skimmed at a gas station.,Unauthorized Transaction
TXN61503459,CUST197992,16.92,2025-05-29,I found a fraudulent charge of 16.92 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN56716047,CUST930541,48.87,2025-05-29,An unauthorized payment of 48.87 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN42842080,CUST986593,250.5,2025-05-29,I received an alert about a 250.50 charge that I never made. I believe my card number was skimmed at a gas station.,Unauthorized Transaction
TXN82177752,CUST695551,10.8,2025-05-29,I cancelled my free trial before it ended but was charged 10.80 for the full subscription anyway.,Subscription Issue
TXN59587404,CUST377319,1043.01,2025-05-29,"I paid 1,043.01 for a product that arrived damaged and unusable. The merchant is not responding to my return request.",Defective Product/Service
TXN34250844,CUST540869,120.05,2025-05-29,The merchant charged 120.05 but applied the wrong exchange rate for my international purchase.,Wrong Amount
TXN10220722,CUST919264,87.04,2025-05-29,I see a suspicious charge of 87.04 that I did not initiate. I was in a different city when this transaction occurred.,Unauthorized Transaction
TXN83800393,CUST977330,358.55,2025-05-29,There is an unrecognized charge of 358.55 on my account dated 2025-05-29. I did not approve this and want it disputed.,Unauthorized Transaction
TXN88874493,CUST774020,183.3,2025-05-30,My card was charged 183.30 three times for a single transaction. I need the extra charges refunded.,Duplicate Charge
TXN88039848,CUST792764,756.1,2025-05-30,I paid 756.10 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN38047424,CUST983472,12.66,2025-05-30,My card was charged 12.66 three times for a single transaction. I need the extra charges refunded.,Duplicate Charge
TXN46565047,CUST354200,377.73,2025-05-30,I found a fraudulent charge of 377.73 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN29176384,CUST667296,377.03,2025-05-30,The item I ordered for 377.03 was described as new but arrived clearly used and in poor condition.,Defective Product/Service
TXN31577283,CUST447843,2871.84,2025-05-30,"The merchant charged 2,871.84 as a restocking fee which was never disclosed at the time of purchase.",Merchant Billing Error
TXN13340842,CUST668507,1533.4,2025-05-30,"I made a single purchase of 1,533.40 but was billed twice. The duplicate charge needs to be reversed immediately.",Duplicate Charge
TXN70083672,CUST773088,120.24,2025-05-31,I received an alert about a 120.24 charge that I never made. I believe my card number was skimmed at a gas station.,Unauthorized Transaction
TXN55833553,CUST777737,13.89,2025-05-31,The item I purchased for 13.89 is completely different from what was advertised. I want a full refund.,Defective Product/Service
